ID,CATEGORY,TOPICS,SOURCE,HEADLINE,TEXT,LINK
236,FALSE,Política,AFPFactual,,"¡¡ESTA LA PURA VERDAD!!

¡¡NO ES NECESARIO VER A VENEZUELA, NICARAGUA, CUBA O BOLIVIA PARA SABER LO QUE NOS ESPERA CON EL LELO ARAUZ...!!

¡¡BASTA CON RECORDAR LA DESTRUCCIÓN Y CAOS QUE VIVIÓ EL ECUADOR DURANTE LA “DÉCADA NEGRA” DE ATRACOS, PERSECUCIONES, EL FINANCIAMIENTO DE LA CAMPAÑA ELECTORAL CORREÍSTA DE PARTE DE LOS CARTELES DE DROGAS, LA “METIDA DE MANO” QUE HICIERON EN LA JUSTICIA, EL ASALTO AL DINERO DEL IESS, BANCO CENTRAL, ISSFA, ETC. Y LOS “ACUERDOS ENTRE TERCEROS” QUE IMPULSARON DESDE LAS MÁS ALTAS ESFERAS DEL PODER RATAEL 🐀 CORREA Y SUS SECUACES!!

¡¡NO IGNOREMOS LA HISTORIA O NOS VEREMOS CONDENADOS A VOLVERLA A VIVIR!!

¡¡ES MEJOR ESCOGER A UN BANQUERO QUE A UN TÍTERE NARCO-SOCIALISTA DE LA RATA 🐀 CORREA!!

¡¡SI QUIERES AL ECUADOR, DILE “NO” AL CASTRO-CHAVISMO” FRACASADO DEL LELO ARAUZ Y DE LA GUERRILLA COLOMBIANA!!",https://www.facebook.com/photo.php?fbid=10226182506417545&set=a.4991242067253&type=3&theater
237,FALSE,Sociedad,El Dizque,Polémica por nuevo disco de villancicos reggeatoneros,"Por fin fue lanzado un nuevo disco de antología navideña con arreglos de reggaetón. La producción cuenta con versiones de los villancicos tradicionales aptas para perreo intenso. El cantante Maluma, quien interpreta siete de las 60 canciones, dijo al respecto: “Sí, pues mira, baby. Todo esto es así muy chévere, ¿no?”.

Entre las canciones se encuentran clásicos como Adeste Fideles, Blanca Navidad, Noche de paz, Los peces en el río, La Marimorena, el Niño del tambor y el Burrito Sabanero. Además de Maluma, cantan Wisin & Yandel, J Balvin, Bad Bunny, Daddy Yankee, Daniel Bisogno y muchos otros más.

De acuerdo a Maluma, el disco «busca introducir a todas las nuevas generaciones a una de las tradiciones más viejas, retrógradas y recalcitrantes que hay, pero como los reggeatoneros siempre hemos sido innovadores, les dimos no sólo una música más cool, sino que también modernizamos las letras usando el estilo abierto, sano y sexoso del reggaetón. No dudamos que estas nuevas versiones lleguen a ser más populares que las originales”.

Aunque las reuniones masivas están prohibidas debido a la pandemia, el gobierno de la Ciudad de México anunció que para la presentación del disco dejará que se reúnan 30 mil reggaetoneros en el Palacio de los Deportes y sellarán las puertas para que estén más cómodos.",https://www.eldizque.com/polemica-por-nuevo-disco-de-villancicos-reggeatoneros/
238,FALSE,Covid-19,La Opcion,Ingresan a yeidckol polevnsky a terapia intensiva por covid,"Yeidckol Polevnsky, secretaria general del CEN de Morena, fue ingresada al área de terapia intensiva, debido a complicaciones por el covid-19. EL 21 de octubre ella misma publicó en Twitter que le informaron el resultado de su prueba y que se hizo todos los estudios necesarios. Se informó que está en el Hospital Español en Ciudad de México. La secretaria estuvo aislada en su casa en los primeros meses de la pandemia, no quiso ir a rendir informes sobre contratos que firmó para la adquisición de inmuebles, en comparecencias convocadas por el CEN. Dijo que no quería salir porque estaba dentro de los grupos vulnerables pues tiene 62 años de edad, sin embargo su prueba resultó positiva y ahora está en un hospital privado. ",https://laopcion.com.mx/noticia/292801/
239,TRUE,Covid-19,AARP,¿Es cierto que usar una mascarilla causa envenenamiento por dióxido de carbono?," Es cierto que a veces usar una mascarilla puede ser incómodo: te pica la nariz, el sudor se acumula y los anteojos se empañan. Lo que no es cierto es que usar una mascarilla provoque envenenamiento por dióxido de carbono, uno de los mitos más recientes que se está difundiendo en internet.

""No es un riesgo para la salud; no está ni cerca de serlo"", dice Travis Glenn, profesor adjunto de Ciencias de Salud Ambiental y director interino de Bioinformática en la Facultad de Salud Pública de University of Georgia.

Eso se debe a que el tamaño de las moléculas de oxígeno que se inhalan y las de dióxido de carbono que se exhalan ""son sustancialmente más pequeñas que el virus que estas mascarillas están diseñadas para atrapar"", explica el doctor Paul Pottinger, director de la Clínica de Enfermedades Infecciosas y Medicina Tropical del Centro Médico de University of Washington y profesor de Medicina y Alergias y Enfermedades Infecciosas de la misma universidad. ""Por lo tanto, las mascarillas"" —ya sea que las hagas tú mismo o las compres— ""ciertamente son seguras desde el punto de vista respiratorio o de intercambio de gases"", agrega.

Para información actualizada sobre la COVID-19 visita aarp.org/ElCoronavirus

Y ese es el caso incluso si usas tu mascarilla durante un largo período de tiempo, dicen los expertos. Pottinger hace referencia a los médicos, enfermeras y otros proveedores de cuidado de salud que usan mascarillas de grado médico durante varias horas mientras realizan trabajos que exigen un esfuerzo físico. Es común que los trabajadores de la construcción también las usen. ""Siempre llevan su mascarilla y ninguno de ellos ha muerto por envenenamiento con dióxido de carbono"", dice.

Las mascarillas son efectivas
Los Centros para el Control y la Prevención de Enfermedades (CDC) recomiendan el uso de mascarillas de tela cuando se está en público —incluso entre personas que se sienten saludables—, para ayudar a reducir la propagación del coronavirus especialmente entre personas que no saben que están infectadas.

""Para mí, la amenaza de una mascarilla no está en el intercambio de gases, está en una mascarilla que es incómoda, que no se ajusta correctamente; una mascarilla que las personas tocan constantemente"".

- Dr. Paul Pottinger, director de la Clínica de Enfermedades Infecciosas y Medicina Tropical del Centro Médico de University of Washington y profesor de Medicina y Alergias y Enfermedades Infecciosas de la misma universidad.
Varios estudios, incluido uno realizado recientemente por los CDC, muestran que cuando todas las personas las usan, las mascarillas pueden disminuir el impacto de la COVID-19 en las comunidades considerablemente. Algunos estudios incluso sugieren que las mascarillas pueden evitar decenas de miles de muertes por esta enfermedad. El Instituto para la Métrica y Evaluación de la Salud de University of Washington, por ejemplo, predice que en EE.UU. las muertes a causa del coronavirus superarán las 200,000 para el 1.º de noviembre; esas cifras bajan a 162,808 si al menos el 95% de las personas usan una mascarilla en público.

""Las mascarillas funcionan. Y si vamos a superar esto, va a requerir esa experiencia compartida de usar una mascarilla"", dice Pottinger. Además, añade, el uso de la mascarilla se ha convertido en una poderosa declaración pública. ""Le dice a todos los que te ven, 'me importa. Me preocupo por mí y me preocupo por ti'. Y creo que eso es muy importante"".

Algunas excepciones a las directrices sobre el uso de mascarillas
Hay algunas personas que no deberían usar mascarillas por razones médicas o de seguridad. Los niños menores de 2 años están exentos de las directrices. Los CDC también establecen que nadie ""que tenga problemas para respirar, esté inconsciente, incapacitado o no pueda quitarse la mascarilla sin ayuda"" debe usar una.

Aunque aquellos que tengan alguna preocupación deben hablar con su médico, los expertos dicen que la frase ""problemas para respirar"" es para las personas con enfermedades pulmonares crónicas, como la enfermedad pulmonar obstructiva crónica (EPOC), o para aquellos que no pueden recuperar el aliento en reposo o que necesitan asistencia de oxígeno para ayudarlas a respirar. Si figuras en esta categoría, lo más probable es que no necesites una mascarilla de todos modos, ya que ""no deberías salir de tu casa"" y aventurarte en lugares públicos, dice Glenn. Las personas con enfermedades pulmonares crónicas se encuentran entre aquellos que corren un alto riesgo de padecer una enfermedad grave a causa de una infección por coronavirus y se les aconseja que limiten las salidas públicas en la medida de lo posible para evitar la exposición al virus.

""Creo que para las personas con enfermedades pulmonares crónicas, la COVID no les facilita la vida en absoluto"", dice Pottinger. ""Ciertamente, es muy importante que hablen con su médico sobre esto porque no solo no podemos permitir que contagien a otros, sino que tampoco podemos permitir que se contagien"". Encuentra una mascarilla que te quede cómoda
Si te cuesta más respirar con la mascarilla puesta, no estás solo. Respirar es algo que la mayoría de nosotros hacemos todos los días, sin pensar, dice Pottinger. ""Y si hay algo que es diferente en ese proceso natural, puede ser muy angustioso"", añade. Incluso puedes sentir que no recibes suficiente aire en las inhalaciones profundas, aunque sí lo haces.

El consejo de Pottinger: haz un pequeño experimento. Con tantos diseños, marcas y materiales en el mercado, haz una prueba con unas cuantas mascarillas diferentes y encuentra la más cómoda para ti.

""Quiero que las personas practiquen su uso: no solo te la pongas estando quieto, sino que camina, sube un tramo de escalera, mira cómo se siente. Acostúmbrate. Esas sensaciones no son peligrosas, simplemente pueden ser nuevas o incómodas. Y si no se siente cómoda, prueba otra mascarilla"", dice Pottinger. ""Para mí, la amenaza de una mascarilla no está en el intercambio de gases, está en una mascarilla que es incómoda, que no se ajusta correctamente; una mascarilla que las personas tocan constantemente"".

Y recuerda: una mascarilla cómoda no puede detener el coronavirus por sí sola. Sigue siendo importante mantener una distancia de al menos seis pies de otras personas y lavarse las manos a menudo para evitar la COVID-19. ""Si hacemos estas cosas, todo va a mejorar considerablemente. No solucionará la pandemia, pero nos dará tiempo"", dice Pottinger.",https://www.aarp.org/espanol/salud/enfermedades-y-tratamientos/info-2020/uso-mascarilla-deficiencia-de-oxigeno.html
240,FALSE,Covid-19,AFPFactual,,"¡¡¡ATENCIÓN PERÚ!!! QUIENES VENDEN : LA IVERMECTINA Deberían ENTREGARLO con estas INSTRUCCIONES.
TOMASTES #IVERMECTINA RECUERDA

NO BAÑARSE 2 Días

NO COMER ...
PESCADO 3 Días

NO COMER CARNE
de CHANCHO 3 Días

NO TOMAR BEBIDAS
ALCOHÓLICAS 5 Días

NO TOMAR GASEOSAS 5 Días

NINGUN TIPO de
BEBIDAS HELADAS 7

NO COMER CARNES
ROJAS 3 Días

TAMBIÉN ES TÚ RESPONSABILIDAD.
CUIDA TU FAMILIA Y A LOS DEMÁS.",
241,FALSE,Covid-19,AFPFactual,,"Los médicos italianos, desobedecieron la ley mundial de la salud OMS, de no hacer autopsias en los muertos del Coronavirus y ellos encontraron que NO es un VIRUS sino una BACTERIA la que produce la muerte. Esta hace que se formen coágulos en la sangre y causa la muerte del paciente.
??Italia derrota al llamado Covid-19, que no es otra cosa que ""Coagulación intravascular diseminada"" (Trombosis)
??Y la forma como combatirlo o sea su curación, es con los “antibióticos, anti-inflamatorios y anticoagulantes”. ASPIRINA, Lo que indica que se había estado tratando mal a esta enfermedad.
Esta sensacional noticia para el mundo?? lo han producido médicos italianos al realizar autopsias a cadáveres producto del Covid-19.
??Algo más, según patólogos italalianos. ""Nunca se necesitaron los ventiladores, ni de la unidad de cuidados intensivos"".
??Por lo tanto en Italia se inició el cambio de los protocolos, *ITALIA SE REVELA Y LEVANTARIA LA LLAMADA pandemia mundial por la OMS,* esta curación ya los Chinos lo sabían y no informaron *POR HACER NEGOCIO.*
Fuente: Ministerio de Salud de ITALIA.
COMPARTIR QUE SE ENTERE TODO EL MUNDO?? QUE NOS HAN ENGAÑADO Y ASESINADO A NUESTROS MAYORES !!! @italiarevelacurardelcovid19
 *OJO ALERTA* ??????
Transmitan esto a toda su familia, vecindad, conocidos, amigos, colegas, compañeros de trabajo...etc. etc.. y su entorno en general...:
Si llegan a contraer el Covid-19 ...el cual no es un Virus como nos han hecho creer, sino una bacteria... amplificada con radiación electromagnética 5G que produce también inflamación e hipoxia.
Van a hacer lo siguiente:
Van a tomar Aspirina de 100mg y Apronax o Paracetamol...
Porqué?... *porque se ha demostrado que el Covid-19 lo que hace es coagular la sangre, haciendo que la persona haga cuadro de trombosis y la sangre no fluya y no oxigene el corazón y los pulmones y la persona fallezca rapidamente por no poder respirar.*
En Italia mandaron al carajo el protocolo de la OMS y le hicieron la autopsia a un cadáver que murió por Covid-19...cortaron el cuerpo, abrieron los brazos, piernas y las demás secciones del cuerpo y se dieron cuenta que las venas estaban dilatadas y la sangre coagulada, todas las venas y arterias llenas de trombos, impidiendo que la sangre fluya normalmente y lleve oxígeno a todos los organos, principalmente al cerebro, corazón y pulmones y acabe muriendo el paciente, 
ya sabiendo este diagnóstico el Ministerio de Salud de Italia cambio inmediatamente los Protocolos de tratamiento contra el Covid-19...y comenzo a administrar a sus pacientes positivos Aspirina de 100mg y Apronax..., resultado: los pacientes comenzaron a recuperarse y presentar mejorias y el Ministerio de Salud dio de alta y mando a sus casas a más de 14.000 pacientes en un solo dia.
URGENTE: transmitan esta información y haganlo viral, pero Italia se salto la norma...porque ya estaban desbordados y en caos grave de muertes diarias..., ahora la OMS...sera demandada mundialmente por encubrir tantas muertes y el colapso de las economías de muchos países del mundo... ahora se entiende porque la orden de INCINERAR o enterrar inmediatamente los cuerpos sin hacersele autopsia...y los etiquetaban de altamente contaminantes...
Está en nuestras manos llevar la verdad y la esperanza de salvar muchas vidas.... *DIFUNDIR EN TODAS LAS REDES URGENTE!!!!!* por eso el gel antibacterial funciona y el dióxido de cloro ... 
LA GRAN VERDAD SALE  A LA LUZ!!!!!!!!",Perma | Diario Uruguay - ÚLTIMA HORA
242,TRUE,Sociedad,Milenio,"Baja afluencia vehicular en la México-Cuernavaca, pese a inicio de Semana Santa","Pese a que hoy inician las vacaciones de Semana Santa, hay baja afluencia de vehículos en la caseta de Tlalpan, de la autopista México-Cuernavaca, en comparación con los aforos vehiculares que se han registrado en años anteriores. La Guardia Nacional informó que no proporcionará cifras oficiales sobre el número de autos que dejan la Ciudad de México para no incentivar la salida de vacacionistas ante la emergencia sanitaria, por la pandemia de SARS-CoV-2, que ocasiona covid-19. Sin embargo, MILENIO pudo contabilizar que aproximadamente dos o tres autos salen de la capital del país por minuto, y se constató, que en al menos dos de cada 10 autos viajan familias que se dirigen a destinos turísticos, pese al llamado oficial de las autoridades de quedarse en casa para evitar propagar el virus del covid-19.
El año pasado, en las primeras horas del Jueves Santo se registró en promedio la salida de 30 autos por minuto, que incluso tenían que formarse para pagar el peaje a Morelos y Acapulco. 
En el punto se mantiene la vigilancia habitual de la Guardia Nacional, sin implementar ningún operativo especial para evitar la salida de vacacionistas o un filtro sanitario. En Acapulco y Cuernavaca, las autoridades locales ordenaron desde inicio de mes el cierre de playas y balnearios para evitar la concurrencia de personas y frenar el contagio comunitario.",https://www.milenio.com/politica/comunidad/mexico-cuernavaca-baja-afluencia-vehicular-semana-santa
243,FALSE,Covid-19,Milenio,En dos hospitales privados el covid-19 es 100% mortal," En México existen hospitales privados en los que ningún paciente contagiado de covid-19 ha logrado salir con vida, según cifras de la Secretaría de Salud (Ssa) federal obtenidas de una solicitud vía transparencia. Los datos en poder de MILENIO revelan que clínicas como Intermédica y Marfil, en Hidalgo, tienen 100 por ciento de mortalidad. Al respecto, José Luis Alomía, director general de Epidemiología, aseguró que la vigilancia sobre la operación y atención de calidad de los servicios privados corresponden a los 32 estados. ""En las 32 entidades tenemos una autoridad sanitaria, que es precisamente la que tiene que dar directamente seguimiento, supervisión, aplicación y vigilancia sobre los tratamientos que se deben otorgar a pacientes con covid, subrayó. Hasta el 9 de septiembre pasado, la Secretaría de Salud registraba que 24 mil 366 pacientes positivos a SARS-Cov-2 fueron atendidos en instituciones médicas privadas. Si bien, solo cinco por ciento de ese total (es decir, mil 177 personas) perdió la vida, hay hospitales que registran tasas de mortalidad hasta de 100 por ciento. Dicho porcentaje es muy superior al de los hospitales públicos con mayor tasa de mortalidad. El 2 de noviembre anterior, MILENIO reportó que tres clínicas del IMSS y una de la Ssa concentran el mayor número de decesos por covid en todo el país. Sin embargo, ninguno de ellos supera 40 por ciento de casos letales. El Hospital Intermédica, ubicado en Pachuca, es uno de los casos en los que todas las personas que ingresaron para su atención por covid-19 fallecieron. En la lista de hospitales privados con alta tasa de mortalidad se encuentra el Hospital Betania, de Puebla, con 95 por ciento. De 20 personas que fueron internadas por coronavirus, 19 murieron. Actualmente, el nosocomio se encuentra bajo investigación, luego de que el pasado 31 de agosto le negara atención a una mujer que se encontraba en trabajo de parto, pero que dio positivo a covid-19. La paciente tuvo que ser trasladada a otro hospital, en donde su prueba resultó negativa. Ante la atención tardía, el recién nacido se encuentra intubado y se reporta grave en una Unidad de Terapia Intensiva Pediátrica del IMSS. Otros hospitales privados con una alta tasa de mortalidad son el Marfil, de Hidalgo, con 100 por ciento y el Sanatorio Infantil Angelopolitano, de Puebla, 75 por ciento. ",https://www.milenio.com/politica/en-dos-hospitales-privados-el-covid-es-100-mortal
244,FALSE,Covid-19,AFPFactual,,"MARTIN OROZCO CANCELA la Feria Nacional de San Marcos 2020 por el CORONAVIRUS

4 personas en peligro mortal por la enfermedad y otras 13 se encuentran hospitalizadas en Aguascalientes; la verbena inicia en abril del presente año y se tenía previsto que concluyera hasta el 10 de mayo.

El gobernador Martín Orozco, adelantó hoy la clausura de las actividades de la Feria Nacional de San Marcos 2020, luego de confirmar la posible muerte de cuatro personas por el Coronavirus en Aguascalientes. En un mensaje ofrecido desde Palacio de Gobierno, anunció que se suspende todo lo programado dentro de la verbena, ""Ante la emergencia epidemiológica en México, por la presencia del virus, el gobierno del estado ha decidido suspender las actividades de la Feria Nacional de San Marcos 2020"" refirió.

Al gobernador lo acompañó en la conferencia de prensa el gabinete de salud del estado y el director de comunicación Jorge López.",Perma | MARTIN OROZCO CANCELA la Feria Nacional... - Ultimas Noticia de Aguascalientes | Facebook
245,FALSE,Covid-19,Enfoque Scott,Mascarillas provocan enfermedades neuro degenerativas,"La reinhalación del aire que respiramos conduce indudablemente a una deficiencia de oxígeno y a la saturación de dióxido de carbono. Sabemos que el cerebro humano es muy sensible a la falta de oxígeno. Hay células nerviosas, por ejemplo en el hipocampo, que no pueden estar sin oxígeno durante más de 3 minutos [porque] no sobreviven.

Los síntomas de alerta agudos son dolores de cabeza, somnolencia, mareos, problemas de concentración y tiempo de reacción retardado, que son reacciones del sistema cognitivo.

Sin embargo, cuando se sufre una privación crónica de oxígeno, todos estos síntomas desaparecen a medida que uno se acostumbra. Pero su funcionamiento sigue siendo deficiente y la falta de oxígeno del cerebro continúa progresando.

Sabemos que las enfermedades neurodegenerativas tardan años, incluso décadas, en desarrollarse. Si Usted olvida su número de teléfono hoy, indica que el proceso de degradación en su cerebro comenzó hace 20 ó 30 años.

Puede que piense que se ha acostumbrado a llevar una máscara y a respirar el aire que acaba de exhalar, pero el hecho es que los procesos degenerativos de su cerebro se amplifican a medida que su privación de oxígeno continúa.

El segundo problema es que las células nerviosas del cerebro son incapaces de dividirse normalmente. Por lo tanto, si nuestros gobiernos son lo suficientemente generosos como para permitirnos quitarnos las mascarillas y respirar oxígeno libremente de nuevo en unos pocos meses, las células nerviosas perdidas no se regenerarán. Lo que está perdido está perdido.

No llevo mascarilla, necesito que mi cerebro piense. Quiero pensar con claridad cuando cuido a mis pacientes, y no ser anestesiada con dióxido de carbono.

No hay ninguna excepción médica para la [imposición] de mascarillas porque la falta de oxígeno es peligrosa para todos los cerebros. Todo ser humano debe poder decidir libremente si quiere llevar una mascarilla absolutamente ineficaz para protegerse de un virus.

Para los niños y adolescentes, las mascarillas son una prohibición absoluta. Los niños y adolescentes tienen un sistema inmunológico extremadamente activo y adaptable y necesitan una interacción constante con el microbioma de la tierra. Sus cerebros también son increíblemente activos porque tienen mucho que aprender. El cerebro del niño, o del adolescente, está sediento de oxígeno. Cuanto más activo metabólicamente sea el órgano, más oxígeno necesita. En los niños y adolescentes, cada órgano es metabólicamente activo.

Privar al cerebro de un niño o adolescente de oxígeno, o restringirlo de cualquier manera, no sólo es peligroso para su salud, sino que es absolutamente criminal. La falta de oxígeno inhibe el desarrollo del cerebro y el daño resultante no puede ser reparado.

El niño necesita el cerebro para aprender, y el cerebro necesita oxígeno para funcionar. No necesitamos un estudio clínico para saber eso. Es un hecho fisiológico simple e incontrovertible. La falta de oxígeno inducida consciente y deliberadamente es un peligro absoluto para la salud y una contraindicación médica absoluta.

En medicina una contraindicación absoluta significa que ese medicamento, terapia, método o medida no debe utilizarse, y no se permite su uso. Para obligar a toda una población a utilizar una contraindicación médica absoluta, deben existir razones precisas y serias para hacerlo, y estas razones deben presentarse a los organismos interdisciplinarios e independientes competentes para su verificación y autorización.",Perma | Las mascarillas causan enfermedades neurodegenerativas que no tienen cura - mpr21
246,TRUE,Sociedad,Vanguardia,No coma cuento: Colombia no es el país más corrupto del mundo,"Un sondeo informal difundido recientemente por medios de comunicación y políticos en redes sociales asegura que Colombia es el país más corrupto del mundo. Transparencia por Colombia se desligó de este estudio e invitó a la gente a evitar la desinformación. En el ranking de Transparencia Internacional, Colombia está de 96 entre 198 países. Una imagen que contiene un listado de los países más corruptos del mundo, encabezado por Colombia, se viralizó en Twitter y fue difundida por diferentes figuras públicas del país, como Daniel Samper Ospina, Gustavo Bolívar y Gustavo Petro. Esta corresponde a una emisión de Noticia CM& , la cual fue rectificada posteriormente. El error de la noticia, publicada en enero de este año, está en que CM& llega a una conclusión incorrecta al confundir la información de dos fuentes diferentes. La lista que sitúa a Colombia en un primer lugar corresponde a una encuesta realizada por U.S News sobre los países que son percibidos como los más corruptos, aplicada solo a 73 de estos y a personas de 36 nacionalidades diferentes.

Esta no indica precisamente que Colombia sea el país más corrupto al ser una encuesta de percepción.

De hecho, la principal organización que mide el nivel de corrupción en los países, Transparencia Internacional, en su último informe publicado a comienzos de año encontró que el país ocupó el puesto 96 entre 198 en transparencia. De igual forma, CM& desmintió la noticia y aclaró la situación. Y si bien el estudio sí es real, se trata de un sondeo informal que contradice lo que dicen respetados organismos como Transparencia Internacional. Así lo han verificado incluso medios como Colombiacheck, nuestro medio aliado de la Red Regional de Verificadores.

Un día después de la publicación del Noticia por parte de U.S News, el noticiero CM& hizo su respectiva nota titulada “¡Qué vergüenza! Colombia es el país más corrupto del mundo, según estudio”, en la que mencionan que la encuesta se realizó a 20.000 personas, los cuales debían responder qué tan estrecha es la relación entre cada país con el término “corrupción”. Por su parte, este 10 de diciembre el senador Gustavo Petro compartió la imagen del listado en Twitter diciendo: “Señoras y señores miembros del uribismo, de verdad se sienten orgullosos de haber construido el país más corrupto de la tierra? Colombia Humana promete combatir a fondo la corrupción de Colombia. Vamos hacia la restauración moral de la República”.

A raíz de esto, horas después de la publicación del trino de Petro, Transparencia por Colombia emitió un comunicado aclarando que dicha información viral es falsa. En el comunicado, la organización explica que el estudio de U.S. News no tiene nada que ver con Transparencia Internacional, como lo da a entender el informe periodístico. De igual forma, indican que el próximo ranking de transparencia (el de 2020) se dará a conocer el 28 de enero de 2021.

Cabe mencionar que anteriormente se había difundido una afirmación similar, pero esta vez haciendo creer que era información publicada por la Organización Transparencia Internacional, la cual resultó siendo falsa. Colombiacheck verificó tal noticia. Lea el Noticia aquí.

Ni el más corrupto, ni el más transparente
Por otra parte, diferentes rankings han calificado la situación de corrupción global y en ningún resultado Colombia ocupa el puesto al que se le atribuye, por lo que se puede contrastar tal conclusión con resultados presentados en otros medios. Sin embargo, el país sí cuenta con un alto porcentaje de corrupción, según estudios de percepción ciudadana.

Por ejemplo, en el Barómetro Global de la Corrupción en América Latina y el Caribe, una encuesta realizada entre enero y marzo de 2019, en unos de estos sondeos se registró que el 52% de las personas sostienen que la corrupción aumentó en los últimos 12 meses, ubicando al país en el noveno puesto de esa lista. Dichos resultados fueron publicados por la misma organización de transparencia. Incluso en la misma metodología de conteo de este ranking realizado por U.S News, las clasificaciones se basan en “cómo las percepciones globales definen a los países en términos de una serie de características cualitativas, impresiones que tienen el potencial de impulsar el comercio, los viajes y la inversión y afectar directamente a las economías nacionales”, se dice en esta nota publicada por ellos en su página web. Por lo que en el listado de mejores países, ubicaron a Colombia en el puesto 51.
",https://www.vanguardia.com/colombia/no-sea-pingo/no-coma-cuento-colombia-no-es-el-pais-mas-corrupto-del-mundo-EN3197600
247,TRUE,Política,El País,Así hemos contado la comparecencia de Pedro Sánchez sobre la gestión del primer año de la legislatura ,"Pedro Sánchez, primer presidente de un Gobierno de coalición en la España democrática, ha presentado este martes un informe de rendición de cuentas de su primer año al frente del Ejecutivo. El informe concluye que desde la investidura, el 7 de enero de 2020, el Gobierno ha asumido 1.238 compromisos, de los cuales ya ha cumplido un 23,4% y se prevé que en el próximo semestre llegue al 32,6%. El Gobierno asegura que si se suman los compromisos cumplidos a aquellos en los que se está trabajando, ya ha activado un 90,9% del total. De los 1.238 compromisos, 428 proceden del acuerdo entre el PSOE y Unidas Podemos, habiéndose cumplido ya un 20,3% de ellos. De los 239 compromisos del discurso de investidura de Pedro Sánchez, el Gobierno asegura que ha cumplido el 23,8%. También se ha referido en su comparecencia a la situación de la Jefatura del Estado: “Paso a paso conocerán la hoja de ruta que ha marcado Felipe VI para renovar la institución”. Y ha añadido: “Yo creo que a lo largo de su reinado Felipe VI ha dado muestras de caminar hacia una Monarquía parlamentaria constitucional a la altura del siglo XXI. Y en ese ánimo va a continuar la Corona y el Gobierno estará en ello para ayudar al jefe del Estado en todo lo que pueda”. Lea aquí el informe de rendición de cuentas completo. 
Hasta aquí les hemos contado la comparecencia del presidente del Gobierno, Pedro Sánchez, para presentar un informe de rendición de cuentas de su primer año al frente del Ejecutivo

El informe concluye que desde la investidura, el 7 de enero de 2020, el Gobierno ha asumido 1.238 compromisos, de los cuales ya ha cumplido un 23,4% y se prevé que en el próximo semestre llegue al 32,6%.

Sánchez ha adelantado que el Gobierno y La Zarzuela trabajan en un proyecto para continuar con la línea de modernización de la Monarquía instalada por Felipe VI, y ha dejado la puerta abierta a una posible ley de la Corona.

“El Rey quiere una Monarquía constitucional adaptada a la España del siglo XXI. Renovación, rendición de cuentas, ahí está trabajando Felipe VI. Vamos paso a paso. Ya irán conociendo como se materializa la hoja de ruta de renovación de la Corona en cuanto a transparencia y ejemplaridad”, ha señalado Sánchez.

Muchas gracias por su atención. ",https://elpais.com/espana/2020-12-29/pedro-sanchez-rinde-cuentas-de-su-primer-ano-de-gobierno-de-coalicion-en-directo.html
248,FALSE,Covid-19,Agencia EFE,,"Google está instalando secretamente una aplicación de Covid-19 en los móviles

¡Android, el sistema operativo de Google para móviles, está instalando en secreto una aplicación de Covid-19 en los móviles, sin informar a los usuarios! Si queres saber si tu móvil está infectado, sigue los siguientes pasos:

Dale a:

    “Ajustes”
    “Google”

Si te pone abajo de SERVICIOS “Notificaciones de exposiciones al COVID-19” te lo han instalado.

Bienvenido al estado de vigilancia.",https://twitter.com/FotografoGus1/status/1267348093609050112
